Index,TrainVideoCount,KnowledgeGraphId,Name,WikiUrl,Vertical1,Vertical2,Vertical3,WikiDescription
123,12575,/m/0270h,Dessert,https://en.wikipedia.org/wiki/Dessert,Food & Drink,,,"Dessert is a course that concludes a main meal. The course usually consists of sweet foods and beverages, such as dessert wine or liqueurs, but may include coffee, cheeses, nuts, or other savory items. In some parts of the world, such as much of central and western Africa, and most parts of China, there is no tradition of a dessert course to conclude a meal. The term ""dessert"" can apply to many confections, such as cakes, tarts, cookies, biscuits, gelatins, pastries, ice creams, pies, puddings, custards, and sweet soups. Fruit is also commonly found in dessert courses because of its naturally occurring sweetness. Some cultures sweeten foods that are more commonly savory to create desserts."
122,12556,/m/018hzk,Cooking show,https://en.wikipedia.org/wiki/Cooking_show,Arts & Entertainment,Food & Drink,,"A cooking show or cooking programme is a television genre that presents food preparation in a kitchen studio set. Typically the show's host, often a celebrity chef, prepares one or more dishes over the course of an episode, taking the viewing audience through the food's inspiration, preparation, and stages of cooking. Such shows often portray an educational component, with the host teaching the viewers how to prepare different meals, but some are competitions that are primarily for entertainment. While rarely achieving top ratings, cooking shows have been a popular staple of daytime TV programming since the earliest days of television. They are generally very inexpensive to produce, making them an economically easy way for a TV station to fill a half-hour time slot. A number of cooking shows have run for many seasons, especially when they are sponsored by local TV stations or by public broadcasting. Many of the more popular cooking shows have had flamboyant hosts whose unique personalities have made them into celebrities. The cable TV channel Food Network has showcased many cooking shows."
124,12441,/m/03f_kc,Battlefield (series),https://en.wikipedia.org/wiki/Battlefield_(series),Games,,,"Battlefield is a series of first-person shooter video games that started out on Microsoft Windows and OS X with Battlefield 1942, which was released in 2002. The series is developed by Swedish company EA DICE and is published by American company Electronic Arts. The series features a particular focus on large maps, teamwork and vehicle warfare, compared to many other first-person shooters. The PC games in the series are mainly focused on online multiplayer. The Battlefield series has been played by more than 50 million players worldwide as of 2012, across 11 games and 12 expansion packs released since its inception in 2002. The series' music has a recognizable 6-beat sting."
126,12424,/m/05s2s,Plant,https://en.wikipedia.org/wiki/Plant,Science,,,"Plants are mainly multicellular, predominantly photosynthetic eukaryotes of the kingdom Plantae. The term is today generally limited to the green plants, which form an unranked clade Viridiplantae. This includes the flowering plants, conifers and other gymnosperms, ferns, clubmosses, hornworts, liverworts, mosses and the green algae, and excludes the red and brown algae. Historically, plants formed one of two kingdoms covering all living things that were not animals, and both algae and fungi were treated as plants; however all current definitions of ""plant"" exclude the fungi and some algae, as well as the prokaryotes. Green plants have cell walls with cellulose and obtain most of their energy from sunlight via photosynthesis by primary chloroplasts, derived from endosymbiosis with cyanobacteria. Their chloroplasts contain chlorophylls a and b, which gives them their green color. Some plants are parasitic and have lost the ability to produce normal amounts of chlorophyll or to photosynthesize. Plants are characterized by sexual reproduction and alternation of generations, although asexual reproduction is also common."
125,12279,/m/012xhn,Slam dunk,https://en.wikipedia.org/wiki/Slam_dunk,Sports,,,"A slam dunk, also dunk or dunk shot, is a type of basketball shot that is performed when a player jumps in the air, controls the ball above the horizontal plane of the rim, and scores by putting the ball directly through the basket with one or both hands. This is considered a normal field goal attempt; if successful it is worth two points. Such a shot was known as a ""dunk shot"" until the term ""slam dunk"" was coined by former Los Angeles Lakers announcer Chick Hearn. The slam dunk is the most efficient basketball shot. Moreover, it is a crowd-pleaser. Thus, the maneuver is often extracted from the basketball game and showcased in slam dunk contests. Perhaps the most popular is the NBA Slam Dunk Contest held during the annual NBA All-Star Weekend. The first incarnation of the NBA Slam Dunk Contest was held during the half-time of the 1976 American Basketball Association All-Star Game. Dunking was banned in the NCAA from 1967 to 1976. Many people have attributed this to the dominance of the then-college phenomenon Lew Alcindor; the no-dunking rule is sometimes referred to as the ""Lew Alcindor rule."""
127,12219,/m/05qdh,Painting,https://en.wikipedia.org/wiki/Painting,Arts & Entertainment,,,"Painting is the practice of applying paint, pigment, color or other medium to a solid surface. The medium is commonly applied to the base with a brush, but other implements, such as knives, sponges, and airbrushes, can be used. Painting is a mode of creative expression, and the forms are numerous. Drawing, gesture, composition, narration, or abstraction, among other aesthetic modes, may serve to manifest the expressive and conceptual intention of the practitioner. Paintings can be naturalistic and representational, photographic, abstract, narrative, symbolistic, emotive, or political in nature. A portion of the history of painting in both Eastern and Western art is dominated by spiritual motifs and ideas. Examples of this kind of painting range from artwork depicting mythological figures on pottery, to Biblical scenes rendered on the interior walls and ceiling of the Sistine Chapel, to scenes from the life of Buddha or other images of Eastern religious origin. In art, the term painting describes both the act and the result of the action."
131,12214,/m/0bh9flk,Tablet computer,https://en.wikipedia.org/wiki/Tablet_computer,Computers & Electronics,,,"A tablet computer, commonly shortened to tablet, is a thin, flat mobile computer with a touchscreen display, which is usually in color, processing circuitry, and a rechargeable battery in a single device. Tablets often come equipped with sensors, including digital cameras, a microphone, and an accelerometer, so that images on screens are always displayed upright. The touchscreen display uses the recognition of finger or stylus gestures to replace the mouse, trackpad and keyboard used in laptops. Tablets are typically larger than smartphones or personal digital assistants with screens 7 inches or larger, measured diagonally. However much of a tablet's functionality resembles that of a modern smartphone, like having a virtual keyboard or running a dedicated 'mobile' operating system. Tablets can be classified according to the presence and physical appearance of keyboards. Slates and booklets do not have a physical keyboard, and text input and other input is usually entered through the use of a virtual keyboard shown on a touchscreen-enabled display. Hybrids, convertibles, and 2-in-1s do have physical keyboards, yet they typically also make use of virtual keyboards."
132,12162,/m/05h5q84,Call of Duty: Modern Warfare 2,https://en.wikipedia.org/wiki/Call_of_Duty:_Modern_Warfare_2,Games,,,"Call of Duty: Modern Warfare 2 is a first-person shooter video game developed by Infinity Ward and published by Activision. Officially announced on February 11, 2009, the game was released worldwide on November 10, 2009 for Xbox 360, PlayStation 3, and Microsoft Windows. It is the sixth installment of the Call of Duty series and the direct sequel to Call of Duty 4: Modern Warfare, continuing the same storyline, with Call of Duty: Modern Warfare 3 ending the storyline. It was released in conjunction with two other Call of Duty games: Call of Duty: Modern Warfare: Mobilized for the Nintendo DS, and Call of Duty: Modern Warfare: Reflex, a port of Call of Duty 4 adapted by Treyarch for the Wii console. Development for the game began in 2008, when it was still known as Call of Duty 6; eventually, the full title was revealed. Modern Warfare 2 uses the IW 4.0 engine, an improved version of Call of Duty 4's IW 3.0 engine. Infinity Ward was inspired by real-life conflicts when developing the game's campaign mode. They initially tested the game's multiplayer mode by playing an in-house beta version of the game."
128,12156,/m/04yr41,Drifting (motorsport),https://en.wikipedia.org/wiki/Drifting_(motorsport),Sports,,,"Drifting is a driving technique where the driver intentionally oversteers, loss of traction in the rear wheels or all tires, while maintaining control for the entirety of a corner. A car is drift causing ing when the rear slip angle is greater than the front slip angle, to such an extent that often the front wheels are pointing in the opposite direction to the turn. As a motoring discipline, professional drifting competitions are held worldwide and are judged according to the speed, angle, showmanship and line taken through a corner or set of corners."
129,12155,/m/0dr19,Rallying,https://en.wikipedia.org/wiki/Rallying,Sports,,,"Rallying is a form of motorsport that takes place on public or private roads with modified production or specially built road-legal cars. It is distinguished by running not on a circuit, but instead in a point-to-point format in which participants and their co-drivers drive between set control points, leaving at regular intervals from one or more start points. Rallies may be won by pure speed within the stages or alternatively by driving to a predetermined ideal journey time within the stages."
130,12124,/m/04ndr,Lego,https://en.wikipedia.org/wiki/Lego,Shopping,,,"Lego is a line of plastic construction toys that are manufactured by The Lego Group, a privately held company based in Billund, Denmark. The company's flagship product, Lego, consists of colourful interlocking plastic bricks accompanying an array of gears, figurines called minifigures, and various other parts. Lego pieces can be assembled and connected in many ways, to construct objects; vehicles, buildings, and working robots. Anything constructed can then be taken apart again, and the pieces used to make other objects. The Lego Group began manufacturing the interlocking toy bricks in 1949. Since then a global Lego subculture has developed. Supporting movies, games, competitions, and six Legoland amusement parks have been developed under the brand. As of July 2015, 600 billion Lego parts had been produced. In February 2015, Lego replaced Ferrari as Brand Finance's ""world's most powerful brand""."
134,12005,/m/02hk9c,Grand Theft Auto: San Andreas,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_San_Andreas,Games,,,"Grand Theft Auto: San Andreas is an open world action-adventure video game developed by Rockstar North and published by Rockstar Games. It was released on 26 October 2004 for the PlayStation 2, and on 7 June 2005 for Microsoft Windows and Xbox. It is the seventh title in the Grand Theft Auto series, and the first main entry since 2002's Grand Theft Auto: Vice City. It was released on the same day as the handheld game Grand Theft Auto Advance. Grand Theft Auto: San Andreas is played from a third-person perspective in an open world environment, allowing the player to interact with the game world at their leisure. The game is set within the fictional U.S. state of San Andreas, which is heavily based on California and Nevada. The state of San Andreas consists of three metropolitan cities: Los Santos, based on Los Angeles; San Fierro, based on San Francisco; and Las Venturas, based on Las Vegas. The single-player story follows Carl ""CJ"" Johnson, who returns home to Los Santos from Liberty City after his mother's murder."
133,11990,/m/03ykjs9,Comedy (drama),https://en.wikipedia.org/wiki/Comedy_(drama),Arts & Entertainment,,,"A comedy is entertainment consisting of jokes intended to make an audience laugh. For ancient Greeks and Romans a comedy was a stage-play with a happy ending. In the Middle Ages, the term expanded to include narrative poems with happy endings and a lighter tone. In this sense Dante used the term in the title of his poem, La Divina Commedia. The phenomena connected with laughter and that which provokes it has been carefully investigated by psychologists and agreed upon the predominating characteristics are incongruity or contrast in the object, and shock or emotional seizure on the part of the subject. It has also been held that the feeling of superiority is an essential factor: thus Thomas Hobbes speaks of laughter as a ""sudden glory."" Modern investigators have paid much attention to the origin both of laughter and of smiling, as well as the development of the ""play instinct"" and its emotional expression. Much comedy contains variations on the elements of surprise, incongruity, conflict, repetitiveness, and the effect of opposite expectations, but there are many recognized genres of comedy."
135,11967,/m/035f_j,Off-road vehicle,https://en.wikipedia.org/wiki/Off-road_vehicle,Autos & Vehicles,,,"An off-road vehicle is considered to be any type of vehicle which is capable of driving on and off paved or gravel surface. It is generally characterized by having large tires with deep, open treads, a flexible suspension, or even caterpillar tracks. Other vehicles that do not travel public streets or highways are generally termed off-highway vehicles, including tractors, forklifts, cranes, backhoes, bulldozers, and golf carts. Off-road vehicles have an enthusiastic following because of their many uses and versatility. Several types of motorsports involve racing off-road vehicles. The three largest ""4-wheel vehicle"" off-road types of competitions are rally, desert racing, and rockcrawling. The three largest types of all-terrain vehicle / motorcycle competitions are Motocross, Enduro, and also desert racing like Dakar Rallye and Baja 1000. The most common use of these vehicles is for sight seeing in areas distant from pavement. The use of higher clearance and higher traction vehicles enables access on trails and forest roads that have rough and low traction surfaces."
137,11914,/m/04h5c,Locomotive,https://en.wikipedia.org/wiki/Locomotive,Business & Industrial,,,"A locomotive or engine is a rail transport vehicle that provides the motive power for a train. The word originates from the Latin loco ??""from a place"", ablative of locus, ""place"" + Medieval Latin motivus, ""causing motion"", and is a shortened form of the term locomotive engine, first used in the early 19th century to distinguish between mobile and stationary steam engines. A locomotive has no payload capacity of its own, and its sole purpose is to move the train along the tracks. In contrast, some trains have self-propelled payload-carrying vehicles. These are not normally considered locomotives, and may be referred to as multiple units, motor coaches or railcars. The use of these self-propelled vehicles is increasingly common for passenger trains, but rare for freight. Vehicles which provide motive power to haul an unpowered train, but are not generally considered locomotives because they have payload space or are rarely detached from their trains, are known as power cars. Traditionally, locomotives pulled trains from the front. However, push-pull operation has become common, where the train may have a locomotive at the front, at the rear, or at each end."
136,11878,/m/09b3v,The Walt Disney Company,https://en.wikipedia.org/wiki/The_Walt_Disney_Company,Arts & Entertainment,News,,"The Walt Disney Company, commonly known as Disney, is an American diversified multinational mass media and entertainment conglomerate headquartered at the Walt Disney Studios in Burbank, California. It is the world's second largest media conglomerate in terms of revenue, after Comcast. Disney was founded on October 16, 1923, by brothers Walt Disney and Roy O. Disney as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks. The company also operated under the names The Walt Disney Studio, then Walt Disney Productions. Taking on its current name in 1986, it expanded its existing operations and also started divisions focused upon theater, radio, music, publishing, and online media. In addition, Disney has since created corporate divisions in order to market more mature content than is typically associated with its flagship family-oriented brands. The company is best known for the products of its film studio, Walt Disney Studios, which is today one of the largest and best-known studios in American cinema."
138,11871,/m/015z_b,Takeoff,https://en.wikipedia.org/wiki/Takeoff,Business & Industrial,,,"Takeoff is the phase of flight in which an aerospace vehicle or animal goes from the ground to flying in the air. For aircraft that take off horizontally, this usually involves starting with a transition from moving along the ground on a runway. For balloons, helicopters and some specialized fixed-wing aircraft, no runway is needed. Takeoff is the opposite of landing."
141,11843,/m/010jjr,Amusement park,https://en.wikipedia.org/wiki/Amusement_park,Travel,,,"An amusement park or theme park is a group of entertainment attractions, rides, and other events in a location for the enjoyment of large numbers of people. Amusement parks have a fixed location, as opposed to travelling funfairs and traveling carnivals, and are more elaborate than simple city parks or playgrounds, usually providing attractions meant to cater specifically to certain age groups, as well as some that are aimed towards all ages. Theme parks, a specific type of amusement park, are usually much more intricately themed to a certain subject or group of subjects than normal amusement parks. Amusement parks evolved from European fairs and pleasure gardens, which were created for people's recreation. World's fairs and expositions were another influence on the development of the amusement park industry. In common language, the terms theme park and amusement park are often synonymous. However, a theme park can be regarded as a distinct style of amusement park. A theme park has landscaping, buildings, and attractions that are based on one or more specific themes or stories."
140,11838,/m/0d7s3w,Puppy,https://en.wikipedia.org/wiki/Puppy,Pets & Animals,,,"A puppy is a juvenile dog. Some puppies can weigh 1?? lb, while larger ones can weigh up to 15??3 lb. All healthy puppies grow quickly after birth. A puppy's coat color may change as the puppy grows older, as is commonly seen in breeds such as the Yorkshire Terrier. In vernacular English, puppy refers specifically to dogs, while pup may often be used for other mammals such as seals, giraffes, guinea pigs, or even rats."
139,11743,/m/01l8t_,RuneScape,https://en.wikipedia.org/wiki/RuneScape,Games,,,"RuneScape is a fantasy MMORPG developed and published by Jagex, released originally in January 2001. RuneScape can be used as a graphical browser game implemented on the client-side in Java, and incorporates 3D rendering. Since the release of the NXT client in April 2016, a non-browser based version of the game that is written in C++ is also available. The game has had over 200 million accounts created and is recognised by the Guinness World Records as the world's largest free MMORPG and the most-updated game. RuneScape takes place in the world of Gielinor, a medieval fantasy realm divided into different kingdoms, regions, and cities. Players can travel throughout Gielinor via a number of methods including on foot, magical spells, or charter ships. Each region offers different types of monsters, resources, and quests to challenge players. The game's fictional universe has also been explored through a tie-in video game on another of its maker's websites, FunOrb, Armies of Gielinor, and the novels Betrayal at Falador, Return to Canifis, and Legacy of Blood. Players are represented in the game with customisable avatars."
142,11670,/m/0gff_kj,Call of Duty: Modern Warfare 3,https://en.wikipedia.org/wiki/Call_of_Duty:_Modern_Warfare_3,Games,,,"Call of Duty: Modern Warfare 3 is a first-person shooter video game, developed by Infinity Ward and Sledgehammer Games, with development assistance from Raven Software, and published by Activision. It is the third installment in the Modern Warfare saga, a direct sequel to 2009's Call of Duty: Modern Warfare 2, and the eighth Call of Duty installment. The game was released worldwide in November 2011 on Microsoft Windows, Xbox 360, PlayStation 3, and Wii, with a separate version for Nintendo DS developed by n-Space. In Japan, Square Enix handled the installment with a separate subtitled and dubbed version, as they did for Call of Duty: Black Ops. It is also the last Call of Duty game for the Wii. Using the MW3 engine, development for the game began in 2010 with more than one developer. Prior to development, Infinity Ward co-founders Jason West and Vince Zampella left the company to form Respawn Entertainment. Other members were fired and left the company following the departure of West and Zampella. Sledgehammer Games had joined the Modern Warfare 3 development force, with Raven Software also developing the game's multiplayer mode."
143,11553,/m/01lp7f,Motocross,https://en.wikipedia.org/wiki/Motocross,Sports,,,Motocross is a form of off-road motorcycle racing held on enclosed off-road circuits. The sport evolved from motorcycle trials competitions held in the United Kingdom.
145,11481,/m/09cjl,Airport,https://en.wikipedia.org/wiki/Airport,Travel,,,"An airport is an aerodrome with facilities for flights to take off and land. Airports often have facilities to store and maintain aircraft, and a control tower. An airport consists of a landing area, which comprises an aerially accessible open space including at least one operationally active surface such as a runway for a plane to take off or a helipad, and often includes adjacent utility buildings such as control towers, hangars and terminals. Larger airports may have fixed-base operator services, airport aprons, taxiway bridges, air traffic control centres, passenger facilities such as restaurants and lounges, and emergency services. An airport with a helipad for rotorcraft but no runway is called a heliport. An airport for use by seaplanes and amphibious aircraft is called a seaplane base. Such a base typically includes a stretch of open water for takeoffs and landings, and seaplane docks for tying-up. An international airport has additional facilities for customs and passport control. In warfare, airports can become the focus of intense fighting, for example the Battle of Tripoli Airport or the Battle for Donetsk Airport, both taking place in 2014."
144,11478,/m/0k2dm,Dragon Ball,https://en.wikipedia.org/wiki/Dragon_Ball,Arts & Entertainment,,,"Dragon Ball is a Japanese manga series written and illustrated by Akira Toriyama. It was originally serialized in Weekly Sh?nen Jump from 1984 to 1995, with the 519 individual chapters published into 42 tank?bon volumes by Shueisha. Dragon Ball was initially inspired by the classical Chinese novel Journey to the West. The series follows the adventures of the protagonist, Son Goku, from his childhood through adulthood as he trains in martial arts and explores the world in search of the seven orbs known as the Dragon Balls, which summon a wish-granting dragon when gathered. Along his journey, Goku makes several friends and battles a wide variety of villains, many of whom also seek the Dragon Balls. The Dragon Ball manga's 42 tank?bon have been adapted into two anime series produced by Toei Animation: Dragon Ball and Dragon Ball Z, which together were broadcast in Japan from 1986 to 1996. Additionally, the studio has developed nineteen animated feature films and three television specials, as well as two anime sequel series titled Dragon Ball GT and Dragon Ball Super."
146,11470,/m/05wkw,Photography,https://en.wikipedia.org/wiki/Photography,Arts & Entertainment,,,"Photography is the science, art, application and practice of creating durable images by recording light or other electromagnetic radiation, either electronically by means of an image sensor, or chemically by means of a light-sensitive material such as photographic film. Typically, a lens is used to focus the light reflected or emitted from objects into a real image on the light-sensitive surface inside a camera during a timed exposure. With an electronic image sensor, this produces an electrical charge at each pixel, which is electronically processed and stored in a digital image file for subsequent display or processing. The result with photographic emulsion is an invisible latent image, which is later chemically ""developed"" into a visible image, either negative or positive depending on the purpose of the photographic material and the method of processing. A negative image on film is traditionally used to photographically create a positive image on a paper base, known as a print, either by using an enlarger or by contact printing."
147,11363,/m/0bwm8y4,Call of Duty: Black Ops,https://en.wikipedia.org/wiki/Call_of_Duty:_Black_Ops,Games,,,"Call of Duty: Black Ops is a first-person shooter video game, developed by Treyarch and published by Activision. It was released worldwide on November 9, 2010 for Microsoft Windows, PlayStation 3, Xbox 360, and Wii consoles, with a separate version for Nintendo DS developed by n-Space. Announced on April 30, 2010, the game is the seventh installment of the Call of Duty series. It is also the first to be set in the Cold War, the third in the series to be developed by Treyarch, and is the sequel to Call of Duty: World at War. Within 24 hours of going on sale, the game had sold more than 5.6 million copies, 4.2 million in the U.S. and 1.4 million in the UK, breaking the record set by its predecessor Modern Warfare 2 by some 2.3 million copies. After six weeks on release, Activision reported that Black Ops had exceeded $1 billion in sales. On August 3, 2011, Activision confirmed that the game had sold over 25 million copies worldwide, making it one of the best-selling games of all time in the US, UK and Europe. A sequel, Call of Duty: Black Ops II, was released on November 13, 2012. Call of Duty: Black Ops III was released on November 6, 2015 as the sequel to Black Ops II."
148,11275,/m/06rrc,Shoe,https://en.wikipedia.org/wiki/Shoe,Shopping,,,"A shoe is an item of footwear intended to protect and comfort the human foot while the wearer is doing various activities. Shoes are also used as an item of decoration and fashion. The design of shoes has varied enormously through time and from culture to culture, with appearance originally being tied to function. Additionally, fashion has often dictated many design elements, such as whether shoes have very high heels or flat ones. Contemporary footwear in the 2010s varies widely in style, complexity and cost. Basic sandals may consist of only a thin sole and simple strap and be sold for a low cost. High fashion shoes made by famous designers may be made of expensive materials, use complex construction and sell for hundreds or even thousands of dollars a pair. Some shoes are designed for specific purposes, such as boots designed specifically for mountaineering or skiing. Traditionally, shoes have been made from leather, wood or canvas, but in the 2010s, they are increasingly made from rubber, plastics, and other petrochemical-derived materials."
149,11101,/m/0lyyx,Radio-controlled car,https://en.wikipedia.org/wiki/Radio-controlled_car,Hobbies & Leisure,Shopping,,"Radio controlled cars are battery/gas-powered model cars or trucks that can be controlled from a distance using a specialized transmitter or remote. The term ""R/C"" has been used to mean both ""remote controlled"" and ""radio controlled"", where ""remote controlled"" includes vehicles that are connected to their controller by a wire, but common use of ""R/C"" today usually refers to vehicles controlled by a radio-frequency link. This article focuses on radio-controlled vehicles only.  Cars are powered by various sources. Electric models are powered by small but powerful electric motors and rechargeable nickel-cadmium, nickel metal hydride, or lithium polymer cells. There are also brushed or brushless electric motors. Most fuel-powered models use glow plug engines, small internal combustion engines fueled by a special mixture of nitromethane, methanol, and oil. These are referred to as ""nitro"" cars. Recently, exceptionally large models have been introduced that are powered by small gasoline engines, similar to string trimmer motors, which use a mix of oil and gasoline."
152,11048,/m/0ltfs,Bride,https://en.wikipedia.org/wiki/Bride,Hobbies & Leisure,,,"A bride is a woman who is about to be married or who is newlywed. When marrying, the bride's future spouse, or ""husband"" is usually referred to as the bridegroom or groom. In Western culture, a bride may be attended by one or more bridesmaids."
150,11005,/m/08b26_,Sonic the Hedgehog,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog,Games,,,"Sonic the Hedgehog is a video game franchise created and produced by Sega. The franchise centers on a series of speed-based platform games. The protagonist of the series is an anthropomorphic blue hedgehog named Sonic, whose peaceful life is often interrupted by the series' main antagonist, Doctor Eggman. Typically, Sonic?îusually along with some of his friends, such as Tails, Amy, and Knuckles?îmust stop Eggman and foil any plans of world domination. The first game in the series, released in 1991, was conceived by Sega's Sonic Team division after Sega requested a mascot character; the title was a success and spawned sequels, and transformed Sega into a leading video game company during the 16-bit era in the early to mid-1990s. While the first games in the series were side-scrolling platform games, later games expanded the series into various other genre and sub-series, notably the Mario & Sonic at the Olympic Games and Sonic Boom series. The series has sold over 80 million physical copies of games, and over 335 million units when combining packaged game software with mobile phone downloads."
151,10953,/m/01gl72,Skatepark,https://en.wikipedia.org/wiki/Skatepark,Sports,,,"A skatepark, or skate park, is a purpose-built recreational environment made for skateboarding, BMX, scooter, wheelchair,and aggressive inline skating. A skatepark may contain half-pipes, quarter pipes, spine transfers, handrails, funboxes, vert ramps, pyramids, banked ramps, full pipes, pools, bowls, snake runs, stairsets, and any number of other objects."
154,10857,/m/0mkg,Accordion,https://en.wikipedia.org/wiki/Accordion,Arts & Entertainment,,,"Accordions are a family of box-shaped musical instruments of the bellows-driven free-reed aerophone type, colloquially referred to as a squeezebox. A person who plays the accordion is called an accordionist. The concertina and bandone√≥n are related; the harmonium and American reed organ are in the same family. The instrument is played by compressing or expanding the bellows while pressing buttons or keys, causing pallets to open, which allow air to flow across strips of brass or steel, called reeds. These vibrate to produce sound inside the body. Valves on opposing reeds of each note are used to make the instrument's reeds sound louder without air leaking from each reed block. The performer normally plays the melody on buttons or keys on the right-hand manual, and the accompaniment, consisting of bass and pre-set chord buttons, on the left-hand manual. The accordion is widely spread across the world. In some countries it is used in popular music, whereas in other regions it tends to be more used for dance-pop and folk music and as well as in regional and is often used in folk music in Europe, North America and South America."
156,10778,/m/027x0j,Mascara,https://en.wikipedia.org/wiki/Mascara,Beauty & Fitness,,,"Mascara is a cosmetic commonly used to enhance the eyelashes. It may darken, thicken, lengthen, and/or define the eyelashes. Normally in one of three forms?îliquid, cake, or cream?îthe modern mascara product has various formulas; however, most contain the same basic components of pigments, oils, waxes, and preservatives."
155,10762,/m/015y8h,Jet aircraft,https://en.wikipedia.org/wiki/Jet_aircraft,Business & Industrial,,,"A jet aircraft is an aircraft propelled by jet engines. Whereas the engines in propeller-powered aircraft generally achieve their maximum efficiency at much lower speeds and altitudes, jet engines and aircraft achieve maximum efficiency at speeds close to or even well above the speed of sound. Jet aircraft generally cruise at faster than about M 0.8 at altitudes around 10,000??5,000 metres or more. Frank Whittle, an English inventor and RAF officer, developed the concept of the jet engine in 1928, and Hans von Ohain in Germany developed the concept independently in the early 1930s. He wrote in February 1936 to Ernst Heinkel, who led the construction of the world's first turbojet aircraft and jet plane Heinkel He 178. However, it can be argued that the English engineer A. A. Griffith, who published a paper in July 1926 on compressors and turbines, also deserves credit."
153,10730,/m/033th,First-person shooter,https://en.wikipedia.org/wiki/First-person_shooter,Games,,,"First-person shooter is a video game genre which is centered on gun and projectile weapon-based combat through a first-person perspective; that is, the player experiences the action through the eyes of the protagonist. The first-person shooter shares common traits with other shooter games, which in turn fall under the heading action game. From the genre's inception, advanced 3D or pseudo-3D graphics have challenged hardware development, and multiplayer gaming has been integral. The first-person shooter has since been traced as far back as Maze War, development of which began in 1973, and 1974's Spasim. After early, more playful titles like MIDI Maze in 1987, the genre coalesced into a more wantonly violent form with 1992's Wolfenstein 3D, which has been credited with creating the genre proper and the basic archetype upon which subsequent titles were based."
157,10694,/m/04h6hv,Halo (series),https://en.wikipedia.org/wiki/Halo_(series),Games,,,"Halo is a military science fiction first-person shooter video game franchise created by Bungie and now managed and developed by 343 Industries, a subsidiary of Microsoft Studios. The series centers on an interstellar war between humanity and a theocratic alliance of aliens known as the Covenant. The Covenant, led by their religious leaders called the Prophets, worship an ancient civilization known as the Forerunners, who perished in combat with the parasitic Flood. The central focus of the franchise builds off the experiences of Master Chief John-117, one of a group of supersoldiers codenamed Spartans, and his artificial intelligence companion, Cortana. Other characters, such as Noble Six from Halo: Reach, are also introduced in the series. The term ""Halo"" refers to the Halo rings: large, habitable superweapons that were created to destroy the parasitic Flood. They are similar to the Orbitals in Iain M. Banks' Culture novels, and less so to author Larry Niven's Ringworld concept. The games in the series have been praised as being among the best first-person shooters on a video game console, and are considered the Xbox's ""killer app""."
158,10611,/m/0dv5r,Camera,https://en.wikipedia.org/wiki/Camera,Computers & Electronics,,,"A camera is an optical instrument for recording or capturing images, which may be stored locally, transmitted to another location, or both. The images may be individual still photographs or sequences of images constituting videos or movies. The camera is a remote sensing device as it senses subjects without physical contact. The word camera comes from camera obscura, which means ""dark chamber"" and is the Latin name of the original device for projecting an image of external reality onto a flat surface. The modern photographic camera evolved from the camera obscura. The functioning of the camera is very similar to the functioning of the human eye."
160,10378,/m/071k0,Skiing,https://en.wikipedia.org/wiki/Skiing,Sports,,,"Skiing is a mode of transport, recreational activity and competitive winter sport in which the participant uses skis to glide on snow. Many types of competitive skiing events are recognized by the International Olympic Committee, and the International Ski Federation."
161,10236,/m/016yx7,Gym,https://en.wikipedia.org/wiki/Gym,Beauty & Fitness,,,"A gym, short for gymnasium, is an open air or covered location for gymnastics, athletics, and gymnastic services. The word is derived from the ancient Greek gymnasium. They are commonly found in athletic and fitness centers, and as activity and learning spaces in educational institutions. ""Gym"" is also slang for ""fitness center"", which is often an indoor facility. Gymnasia apparatus such as bar-bells, parallel bars, jumping board, running path, tennis-balls, cricket field, fencing area, and so forth are used as exercises. In safe weather, outdoor locations are the most conducive to health. Gyms were popular in ancient Greece. Their curricula included Gymnastica militaria or self-defense, gymnastica medica, or physical therapy to help the sick and injured, and gymnastica athletica for physical fitness and sports, from boxing to dance. These gymnasia also had teachers of wisdom and philosophy. Community gymnastic events were done as part of the celebrations during various village festivals. In ancient Greece there was a phrase of contempt, ""He can neither swim nor write."" After a while, however, Olympic athletes began training in buildings just for them."
159,10235,/m/02ywx,Final Fantasy,https://en.wikipedia.org/wiki/Final_Fantasy,Games,,,"Final Fantasy is a science fiction and fantasy media franchise created by Hironobu Sakaguchi, and developed and owned by Square Enix. The franchise centers on a series of fantasy and science fantasy role-playing video games. The eponymous first game in the series, published in 1987, was conceived by Sakaguchi as his last-ditch effort in the game industry; the title was a success and spawned sequels. The video game series has since branched into other genres such as tactical role-playing, action role-playing, massively multiplayer online role-playing, racing, third-person shooter, fighting, and rhythm. The franchise has since branched out into other media, including CGI films, anime, manga, and novels. Although most Final Fantasy installments are stand-alone stories with different settings and main characters, they feature identical elements that define the franchise. Recurring elements include plot themes, character names, and game mechanics. Plots center on a group of heroes battling a great evil while exploring the characters' internal struggles and relationships."
